month_start,Calendar_Year,Quarter,Month,Month_Name,Season,Baseload_Central_Nominal_€_per_MWh,Baseload_Low_Nominal_€_per_MWh,Baseload_High_Nominal_€_per_MWh,Onshore_Wind_Uncurtailed_Central_Nominal_€_per_MWh,Onshore_Wind_Uncurtailed_Low_Nominal_€_per_MWh,Onshore_Wind_Uncurtailed_High_Nominal_€_per_MWh,Onshore_Wind_Curtailed_Central_Nominal_€_per_MWh,Onshore_Wind_Curtailed_Low_Nominal_€_per_MWh,Onshore_Wind_Curtailed_High_Nominal_€_per_MWh,Onshore_Wind_Curtailment_Central_%,Onshore_Wind_Curtailment_Low_%,Onshore_Wind_Curtailment_High_%,Offshore_Wind_Uncurtailed_Central_Nominal_€_per_MWh,Offshore_Wind_Uncurtailed_Low_Nominal_€_per_MWh,Offshore_Wind_Uncurtailed_High_Nominal_€_per_MWh,Offshore_Wind_Curtailed_Central_Nominal_€_per_MWh,Offshore_Wind_Curtailed_Low_Nominal_€_per_MWh,Offshore_Wind_Curtailed_High_Nominal_€_per_MWh,Offshore_Wind_Curtailment_Central_%,Offshore_Wind_Curtailment_Low_%,Offshore_Wind_Curtailment_High_%,Fixed_Solar_PV_Uncurtailed_Central_Nominal_€_per_MWh,Fixed_Solar_PV_Uncurtailed_Low_Nominal_€_per_MWh,Fixed_Solar_PV_Uncurtailed_High_Nominal_€_per_MWh,Fixed_Solar_PV_Curtailed_Central_Nominal_€_per_MWh,Fixed_Solar_PV_Curtailed_Low_Nominal_€_per_MWh,Fixed_Solar_PV_Curtailed_High_Nominal_€_per_MWh,Fixed_Solar_PV_Curtailment_Central_%,Fixed_Solar_PV_Curtailment_Low_%,Fixed_Solar_PV_Curtailment_High_%,Tracking_Solar_PV_Uncurtailed_Central_Nominal_€_per_MWh,Tracking_Solar_PV_Uncurtailed_Low_Nominal_€_per_MWh,Tracking_Solar_PV_Uncurtailed_High_Nominal_€_per_MWh,Tracking_Solar_PV_Curtailed_Central_Nominal_€_per_MWh,Tracking_Solar_PV_Curtailed_Low_Nominal_€_per_MWh,Tracking_Solar_PV_Curtailed_High_Nominal_€_per_MWh,Tracking_Solar_PV_Curtailment_Central_%,Tracking_Solar_PV_Curtailment_Low_%,Tracking_Solar_PV_Curtailment_High_%
2026-01-01,2026,Q1,1,January,Winter,133.62,108.69,208.04,133.64,108.04,207.33,134.16,108.04,207.33,0.4,0.0,0.0,132.7,107.01,206.05,133.22,107.01,206.05,0.0,0.0,0.0,115.18,94.62,187.58,116.56,94.62,187.58,1.1,0.0,0.0,115.85,95.22,188.49,117.16,95.22,188.49,0.0,0.0,0.0
2026-02-01,2026,Q1,2,February,Winter,118.39,92.99,191.2,116.76,91.31,189.36,117.53,91.31,189.36,0.6,0.0,0.0,116.36,91.42,189.36,117.3,91.42,189.36,0.0,0.0,0.0,105.96,81.95,174.67,105.97,81.95,174.67,0.0,0.0,0.0,106.95,82.99,175.97,106.98,82.99,175.97,0.0,0.0,0.0
2026-03-01,2026,Q1,3,March,Spring,100.72,76.57,168.56,100.54,75.42,167.19,103.18,77.28,169.14,2.4,2.3,1.1,101.19,76.56,168.59,104.17,78.38,170.63,0.0,0.0,0.0,67.21,50.09,122.6,71.52,51.5,126.28,5.7,2.5,2.7,69.18,51.7,125.46,73.89,53.31,129.57,6.1,0.0,2.9
2026-04-01,2026,Q2,4,April,Spring,82.7,60.53,138.42,84.34,60.37,139.02,86.01,62.36,141.43,1.9,2.8,1.7,81.22,58.07,134.28,83.1,59.9,136.4,0.0,0.0,0.0,34.59,25.52,66.1,35.86,27.93,69.84,3.5,5.6,5.1,42.0,30.76,77.73,43.46,33.34,81.41,3.3,0.0,4.4
2026-05-01,2026,Q2,5,May,Spring,81.89,62.92,138.3,80.9,62.08,138.35,84.31,64.78,138.57,4.0,4.1,0.2,82.02,63.61,139.85,85.62,66.43,140.29,0.0,0.0,0.0,38.71,31.58,73.04,41.39,33.17,74.06,6.0,4.5,1.4,46.68,37.09,86.07,49.71,39.05,87.01,5.8,0.0,1.1
2026-06-01,2026,Q2,6,June,Summer,88.6,67.18,152.6,85.14,65.66,148.39,89.81,68.46,149.51,5.1,4.0,0.7,82.79,65.36,145.28,87.7,67.29,146.32,0.0,0.0,0.0,61.38,46.37,107.85,64.39,48.58,110.84,4.5,4.5,2.7,67.25,50.91,117.24,70.34,53.18,119.88,4.3,0.0,2.2
2026-07-01,2026,Q3,7,July,Summer,94.61,68.35,159.77,91.94,66.93,153.39,96.33,72.21,157.79,4.4,7.2,2.7,88.36,63.83,149.62,93.35,69.92,154.8,0.0,0.0,0.0,64.23,43.95,112.97,68.97,50.1,119.15,6.7,11.9,5.0,71.93,50.67,125.19,76.6,56.62,130.62,5.9,0.0,4.0
2026-08-01,2026,Q3,8,August,Summer,101.17,78.93,170.06,98.62,74.72,164.13,102.71,78.82,166.18,3.9,5.1,1.2,92.83,71.11,157.02,97.29,74.43,158.99,0.0,0.0,0.0,69.46,51.35,122.87,74.4,55.54,126.25,6.5,7.4,2.6,75.67,56.39,132.95,80.68,60.81,135.99,6.1,0.0,2.2
2026-09-01,2026,Q3,9,September,Autumn,106.8,84.27,175.38,105.33,82.53,172.75,108.76,84.23,172.93,3.0,2.0,0.1,103.2,80.89,169.03,106.24,82.49,169.37,0.0,0.0,0.0,72.93,55.86,127.91,76.84,58.18,128.32,4.9,3.9,0.3,77.86,60.35,135.55,82.13,62.8,136.03,5.0,0.0,0.3
2026-10-01,2026,Q4,10,October,Autumn,109.33,82.81,178.91,108.88,80.77,179.57,111.25,84.41,179.58,2.1,4.2,0.0,106.61,77.68,175.98,108.71,81.6,175.98,0.0,0.0,0.0,77.84,55.58,135.86,79.99,57.05,136.58,2.7,2.4,0.5,81.33,58.49,140.2,83.47,59.99,140.93,2.6,0.0,0.5
2026-11-01,2026,Q4,11,November,Autumn,113.13,88.2,185.69,111.97,87.49,185.01,113.56,87.49,185.01,1.4,0.0,0.0,111.4,87.5,184.63,113.29,87.5,184.63,0.0,0.0,0.0,92.09,70.31,161.91,94.2,70.31,161.91,2.2,0.0,0.0,92.93,71.25,163.11,95.16,71.25,163.11,2.3,0.0,0.0
2026-12-01,2026,Q4,12,December,Winter,125.74,98.38,200.63,122.95,94.69,196.15,123.53,95.66,196.15,0.5,1.0,0.0,122.58,93.87,195.3,123.0,95.04,195.3,0.0,0.0,0.0,101.72,81.11,172.56,104.2,81.63,172.56,2.3,0.6,0.0,103.6,82.51,174.85,106.02,83.19,174.85,2.2,0.0,0.0
2027-01-01,2027,Q1,1,January,Winter,127.17,99.01,192.48,127.43,98.03,190.42,128.08,98.11,190.42,0.5,0.1,0.0,127.0,97.35,189.33,127.38,97.35,189.33,0.0,0.0,0.0,111.42,86.34,172.67,112.58,87.03,172.67,1.0,0.8,0.0,111.55,86.93,173.56,113.1,87.58,173.56,0.0,0.0,0.0
2027-02-01,2027,Q1,2,February,Winter,112.77,83.07,175.59,111.44,81.5,173.31,111.81,81.5,173.31,0.3,0.0,0.0,111.59,81.82,173.23,111.91,81.82,173.23,0.0,0.0,0.0,100.4,72.87,159.61,100.4,72.87,159.61,0.0,0.0,0.0,101.29,73.76,160.83,101.29,73.76,160.83,0.0,0.0,0.0
2027-03-01,2027,Q1,3,March,Spring,96.98,70.78,154.03,97.37,69.29,153.21,99.31,71.88,154.68,1.9,3.3,0.9,98.12,70.16,154.1,100.07,72.63,155.62,0.0,0.0,0.0,67.82,51.72,110.39,70.28,54.59,113.39,3.3,4.8,2.4,70.14,52.95,113.35,72.66,55.86,116.59,3.2,0.0,2.5
2027-04-01,2027,Q2,4,April,Spring,80.64,60.11,128.62,81.62,59.99,129.58,84.08,61.47,129.93,2.9,2.3,0.3,78.16,58.22,124.88,80.79,59.63,125.57,0.0,0.0,0.0,38.99,33.45,60.35,41.25,35.57,61.31,5.4,5.4,1.3,45.59,37.45,71.04,48.04,39.71,72.13,5.0,0.0,1.3
2027-05-01,2027,Q2,5,May,Spring,79.2,61.25,126.98,80.02,61.22,125.06,81.95,63.13,128.31,2.3,2.8,2.5,80.88,61.7,126.65,83.01,63.87,129.6,0.0,0.0,0.0,42.94,37.32,62.01,43.77,38.93,64.59,1.8,3.5,3.9,50.14,42.04,74.61,51.23,43.84,77.45,2.1,0.0,3.6
2027-06-01,2027,Q2,6,June,Summer,86.59,64.08,141.73,84.57,60.47,137.5,88.22,65.5,138.34,4.1,7.3,0.6,83.98,60.35,135.56,87.44,64.82,136.42,0.0,0.0,0.0,59.85,47.26,99.73,63.42,50.49,101.67,5.6,5.9,1.9,65.75,50.83,108.43,69.39,54.08,110.28,5.2,0.0,1.6
2027-07-01,2027,Q3,7,July,Summer,91.17,65.07,146.42,91.12,65.68,141.61,93.44,69.41,143.09,2.4,5.1,1.0,89.88,64.65,139.2,92.09,68.65,141.6,0.0,0.0,0.0,60.8,43.9,102.12,66.01,51.04,104.48,7.5,12.9,2.3,68.82,49.76,113.87,73.94,56.36,116.09,6.6,0.0,1.9
2027-08-01,2027,Q3,8,August,Summer,96.48,72.86,153.65,94.27,70.24,149.04,99.11,73.18,149.64,4.7,3.8,0.4,91.84,67.63,143.78,95.93,70.37,144.56,0.0,0.0,0.0,69.81,52.46,107.99,73.91,55.84,109.32,5.2,5.8,1.2,75.61,56.82,118.2,79.73,60.13,119.33,4.9,0.0,0.9
2027-09-01,2027,Q3,9,September,Autumn,103.05,74.97,160.6,101.71,73.32,156.99,105.37,76.52,157.2,3.3,4.0,0.1,99.73,73.55,155.25,103.63,75.94,155.32,0.0,0.0,0.0,73.86,56.06,116.52,78.0,58.34,116.98,5.0,3.6,0.4,78.53,59.29,123.84,82.71,61.74,124.28,4.8,0.0,0.4
2027-10-01,2027,Q4,10,October,Autumn,105.89,75.95,164.15,106.69,75.66,162.46,107.23,77.67,163.78,0.5,2.5,0.8,104.64,73.82,159.38,105.01,75.94,160.55,0.0,0.0,0.0,79.84,56.01,129.09,81.39,58.13,130.15,1.9,3.4,0.8,82.49,57.84,132.83,84.07,60.15,133.79,1.9,0.0,0.7
2027-11-01,2027,Q4,11,November,Autumn,106.0,76.37,167.34,106.05,76.01,166.35,106.05,76.06,166.35,0.0,0.1,0.0,105.88,76.24,166.2,105.88,76.27,166.2,0.0,0.0,0.0,87.52,61.07,143.68,87.52,61.5,143.68,0.0,0.7,0.0,88.34,61.8,144.72,88.34,62.21,144.72,0.0,0.0,0.0
2027-12-01,2027,Q4,12,December,Winter,117.05,87.72,183.05,114.04,84.63,177.35,114.56,84.92,177.52,0.4,0.2,0.1,113.49,84.29,176.18,113.84,84.49,176.3,0.0,0.0,0.0,97.58,70.12,155.59,97.69,71.35,156.41,0.1,1.3,0.5,99.03,71.34,157.61,99.13,72.69,158.34,0.1,0.0,0.4
2028-01-01,2028,Q1,1,January,Winter,126.31,94.59,180.53,125.42,93.22,177.8,125.42,93.22,177.85,0.0,0.0,0.0,124.7,92.55,177.17,124.7,92.55,177.17,0.0,0.0,0.0,110.93,83.89,159.11,110.93,83.89,159.99,0.0,0.0,0.5,111.55,84.4,159.64,111.55,84.4,160.78,0.0,0.0,0.7
2028-02-01,2028,Q1,2,February,Winter,109.92,78.41,164.8,108.98,77.18,162.63,109.8,77.29,162.89,0.7,0.1,0.2,109.48,77.66,162.33,110.13,77.71,162.64,0.0,0.0,0.0,96.75,68.3,144.26,96.75,68.3,144.69,0.0,0.0,0.3,97.66,69.04,145.61,97.66,69.04,145.98,0.0,0.0,0.3
2028-03-01,2028,Q1,3,March,Spring,96.48,68.73,141.59,96.36,68.56,140.3,97.62,70.36,141.72,0.8,2.3,1.0,97.71,70.27,141.99,98.58,71.37,142.92,0.0,0.0,0.0,67.23,53.43,87.69,69.14,56.03,89.54,2.3,4.4,2.0,69.25,54.48,90.47,70.97,57.05,92.78,2.1,0.0,2.4
2028-04-01,2028,Q2,4,April,Spring,82.13,60.89,120.8,83.85,60.08,121.8,85.17,61.11,123.4,1.5,1.6,1.3,81.07,59.01,116.73,81.63,59.97,118.33,0.0,0.0,0.0,38.31,36.47,47.32,39.38,37.8,48.27,2.5,3.1,1.9,44.92,40.89,58.38,46.19,42.17,59.41,2.5,0.0,1.6
2028-05-01,2028,Q2,5,May,Spring,80.59,61.88,116.86,81.14,61.78,113.82,83.6,64.13,115.18,2.8,3.4,1.2,81.93,61.91,115.81,84.65,64.5,117.22,0.0,0.0,0.0,37.94,39.64,45.55,40.41,42.23,47.56,5.3,5.0,3.9,46.39,44.15,58.6,49.17,46.76,60.89,5.0,0.0,3.5
2028-06-01,2028,Q2,6,June,Summer,87.67,66.43,132.37,83.09,63.22,121.06,86.48,65.9,123.02,3.4,3.1,1.5,83.14,62.36,122.05,86.18,65.62,123.6,0.0,0.0,0.0,56.66,49.47,83.48,60.45,53.5,86.49,5.6,6.3,3.3,63.46,53.34,92.81,67.05,56.99,95.6,4.8,0.0,2.8
2028-07-01,2028,Q3,7,July,Summer,92.56,68.88,137.8,93.61,68.06,135.9,95.31,70.63,136.49,1.7,3.3,0.4,92.17,65.52,131.87,93.57,68.88,132.61,0.0,0.0,0.0,61.17,52.63,86.78,64.48,55.63,88.16,4.8,5.1,1.5,69.43,57.05,99.76,72.68,59.85,101.13,4.2,0.0,1.3
2028-08-01,2028,Q3,8,August,Summer,96.61,71.47,145.67,95.36,70.71,140.81,99.67,73.33,141.65,4.1,3.3,0.6,92.0,68.26,135.47,96.06,71.12,136.13,0.0,0.0,0.0,65.96,54.3,95.6,72.35,57.81,96.93,8.2,5.9,1.3,72.25,57.99,106.29,78.46,61.41,107.62,7.4,0.0,1.2
2028-09-01,2028,Q3,9,September,Autumn,104.09,75.65,152.74,102.13,73.4,147.23,103.63,76.48,147.36,1.4,3.7,0.1,100.52,73.3,145.46,101.91,75.84,145.75,0.0,0.0,0.0,74.49,59.12,101.69,75.57,60.81,102.03,1.3,2.6,0.3,79.22,62.42,109.3,80.29,64.0,109.7,1.2,0.0,0.4
2028-10-01,2028,Q4,10,October,Autumn,104.55,76.41,155.62,103.92,76.53,153.42,105.97,76.77,153.71,1.8,0.3,0.2,101.1,75.35,150.03,103.59,75.43,150.16,0.0,0.0,0.0,79.17,59.66,116.71,81.29,60.14,117.48,2.5,0.6,0.7,81.67,61.53,120.49,83.87,62.08,121.49,2.5,0.0,0.8
2028-11-01,2028,Q4,11,November,Autumn,104.76,73.21,158.63,104.81,72.26,157.06,104.94,73.09,157.06,0.1,1.1,0.0,104.61,72.49,157.01,104.8,73.35,157.01,0.0,0.0,0.0,86.35,59.56,133.27,86.35,60.5,133.27,0.0,1.5,0.0,87.17,59.81,134.41,87.17,61.0,134.41,0.0,0.0,0.0
2028-12-01,2028,Q4,12,December,Winter,115.88,85.4,173.44,112.09,81.2,167.41,112.71,81.46,167.41,0.5,0.3,0.0,110.96,80.58,166.08,111.62,80.83,166.08,0.0,0.0,0.0,96.05,70.37,148.66,96.1,70.37,148.66,0.1,0.0,0.0,97.24,71.55,150.16,97.36,71.55,150.16,0.1,0.0,0.0
2029-01-01,2029,Q1,1,January,Winter,122.19,91.46,176.71,121.05,89.98,174.04,121.05,89.98,174.04,0.0,0.0,0.0,120.53,89.36,173.73,120.53,89.36,173.73,0.0,0.0,0.0,108.47,82.05,159.25,108.47,82.05,159.25,0.0,0.0,0.0,109.05,82.5,159.95,109.05,82.5,159.95,0.0,0.0,0.0
2029-02-01,2029,Q1,2,February,Winter,107.88,76.23,161.17,107.05,75.03,159.23,107.05,75.03,159.23,0.0,0.0,0.0,107.09,75.3,158.78,107.09,75.3,158.78,0.0,0.0,0.0,95.58,68.18,145.8,95.58,68.18,145.8,0.0,0.0,0.0,96.35,68.76,146.93,96.35,68.76,146.93,0.0,0.0,0.0
2029-03-01,2029,Q1,3,March,Spring,98.58,70.41,141.6,99.08,70.45,139.08,100.76,71.62,139.7,1.6,1.5,0.4,99.89,70.81,140.51,101.41,71.98,141.06,0.0,0.0,0.0,71.77,59.38,86.97,74.87,60.58,89.51,3.7,1.6,2.3,73.14,59.76,90.21,76.8,61.42,92.86,4.3,0.0,2.4
2029-04-01,2029,Q2,4,April,Spring,83.9,61.76,118.33,85.17,61.55,118.63,85.86,63.01,119.11,0.7,2.2,0.4,82.06,60.28,113.17,82.77,61.74,113.78,0.0,0.0,0.0,39.03,38.71,43.46,39.99,41.04,43.91,1.9,4.7,0.9,46.17,42.72,54.32,47.33,45.14,54.82,2.0,0.0,0.8
2029-05-01,2029,Q2,5,May,Spring,82.82,66.25,117.78,82.88,65.97,112.53,83.78,67.14,113.26,1.0,1.7,0.6,83.64,65.83,114.92,84.81,67.22,115.55,0.0,0.0,0.0,38.79,45.69,44.87,39.45,46.77,45.16,1.2,2.1,0.6,47.41,49.71,58.45,48.25,51.0,58.87,1.3,0.0,0.7
2029-06-01,2029,Q2,6,June,Summer,90.79,67.95,133.44,88.01,65.52,125.06,91.71,68.21,125.16,3.8,3.8,0.0,88.24,65.87,124.14,91.4,68.48,124.16,0.0,0.0,0.0,60.44,53.57,85.8,64.38,56.79,85.87,5.5,5.6,0.0,67.23,57.02,94.91,70.9,60.0,94.99,4.7,0.0,0.0
2029-07-01,2029,Q3,7,July,Summer,93.27,71.65,136.88,91.65,69.68,128.02,94.98,72.03,128.02,2.8,3.0,0.0,89.67,68.56,127.69,93.75,71.76,127.69,0.0,0.0,0.0,60.91,56.65,85.28,64.86,60.11,85.28,5.0,5.2,0.0,69.66,60.64,98.0,73.36,63.89,98.0,4.3,0.0,0.0
2029-08-01,2029,Q3,8,August,Summer,99.73,73.35,143.05,97.31,71.96,136.46,99.03,74.78,137.64,1.7,2.9,0.8,93.28,71.54,131.07,95.12,73.3,132.34,0.0,0.0,0.0,71.4,56.89,85.8,72.78,60.42,88.33,1.8,4.7,2.5,77.37,60.22,97.87,79.02,63.98,100.31,2.0,0.0,2.2
2029-09-01,2029,Q3,9,September,Autumn,105.44,80.69,153.31,104.96,79.99,145.52,106.39,80.49,145.52,1.2,0.6,0.0,104.03,79.88,145.04,105.35,80.05,145.04,0.0,0.0,0.0,79.42,65.0,100.87,80.14,65.99,100.87,0.8,1.3,0.0,83.62,68.04,108.65,84.58,68.95,108.65,1.1,0.0,0.0
2029-10-01,2029,Q4,10,October,Autumn,107.55,77.21,156.7,106.95,77.81,152.92,108.25,78.12,152.92,1.1,0.4,0.0,104.75,76.94,149.45,106.38,77.21,149.45,0.0,0.0,0.0,85.03,64.23,117.72,85.51,64.96,117.72,0.5,1.1,0.0,87.18,65.32,121.81,87.83,66.16,121.81,0.6,0.0,0.0
2029-11-01,2029,Q4,11,November,Autumn,103.91,72.36,156.2,104.09,72.15,154.81,104.09,72.15,154.81,0.0,0.0,0.0,104.11,72.17,154.56,104.11,72.17,154.56,0.0,0.0,0.0,88.65,61.94,134.53,88.65,61.94,134.53,0.0,0.0,0.0,89.35,62.38,135.44,89.35,62.38,135.44,0.0,0.0,0.0
2029-12-01,2029,Q4,12,December,Winter,112.63,82.76,169.18,110.0,79.38,164.01,110.49,79.62,164.01,0.4,0.3,0.0,109.07,78.83,162.9,109.44,79.07,162.9,0.0,0.0,0.0,94.77,69.34,145.99,95.17,69.6,145.99,0.4,0.4,0.0,95.79,70.19,147.28,96.2,70.48,147.28,0.4,0.0,0.0
2030-01-01,2030,Q1,1,January,Winter,127.6,91.22,178.51,126.4,90.05,176.15,126.4,90.22,176.15,0.0,0.2,0.0,125.99,89.32,176.0,125.99,89.58,176.0,0.0,0.0,0.0,113.95,83.4,160.71,113.95,83.4,160.71,0.0,0.0,0.0,114.52,83.75,161.22,114.52,83.75,161.22,0.0,0.0,0.0
2030-02-01,2030,Q1,2,February,Winter,113.49,76.26,163.0,112.67,75.3,161.28,112.84,75.68,161.28,0.1,0.4,0.0,112.65,75.59,160.36,112.87,75.95,160.36,0.0,0.0,0.0,102.39,69.9,148.53,102.39,69.9,148.53,0.0,0.0,0.0,103.12,70.36,149.44,103.12,70.36,149.44,0.0,0.0,0.0
2030-03-01,2030,Q1,3,March,Spring,100.46,70.99,135.94,101.12,71.65,131.51,101.81,72.5,132.55,0.5,1.1,0.6,102.21,71.98,132.86,102.78,72.89,133.86,0.0,0.0,0.0,67.43,59.39,77.87,68.06,61.17,79.19,0.8,2.7,1.1,69.46,59.69,80.73,70.37,61.75,82.49,1.1,0.0,1.4
2030-04-01,2030,Q2,4,April,Spring,82.98,61.75,112.16,85.08,61.46,110.72,85.89,62.92,110.72,0.9,1.7,0.0,81.05,60.61,105.33,81.84,61.58,105.33,0.0,0.0,0.0,32.63,37.5,37.45,33.0,39.41,37.45,1.1,2.6,0.0,40.3,41.94,47.26,40.72,43.67,47.26,1.0,0.0,0.0
2030-05-01,2030,Q2,5,May,Spring,82.47,67.42,109.3,80.3,67.07,103.45,81.29,67.62,103.45,1.0,0.8,0.0,81.24,67.81,105.64,82.79,68.28,105.64,0.0,0.0,0.0,31.56,44.0,34.13,31.82,44.45,34.13,0.7,1.0,0.0,41.74,48.83,47.84,42.13,49.38,47.84,0.8,0.0,0.0
2030-06-01,2030,Q2,6,June,Summer,93.31,70.81,122.65,88.55,68.25,113.61,90.39,69.23,114.48,1.8,1.4,0.7,86.83,68.8,112.44,89.42,69.31,113.27,0.0,0.0,0.0,58.53,57.02,67.84,60.57,58.13,68.05,2.5,1.8,0.2,65.44,60.23,77.65,67.61,61.25,77.93,2.5,0.0,0.3
2030-07-01,2030,Q3,7,July,Summer,95.24,71.74,126.9,91.19,69.73,117.32,93.11,71.4,117.49,2.0,2.0,0.1,90.61,68.61,117.6,92.63,70.95,117.65,0.0,0.0,0.0,58.08,57.47,65.0,59.07,58.8,65.61,1.6,1.9,0.9,68.13,61.43,80.05,69.03,62.86,80.64,1.2,0.0,0.7
2030-08-01,2030,Q3,8,August,Summer,101.09,78.19,139.9,97.01,76.06,131.95,98.78,76.41,131.95,1.8,0.4,0.0,93.48,73.97,126.28,94.93,74.31,126.28,0.0,0.0,0.0,65.45,61.7,76.86,65.86,62.3,76.86,0.6,0.9,0.0,73.34,65.45,89.13,73.81,65.95,89.13,0.6,0.0,0.0
2030-09-01,2030,Q3,9,September,Autumn,109.89,81.41,150.16,106.16,79.64,140.1,108.02,81.26,140.1,1.7,1.7,0.0,106.33,79.73,139.43,107.38,80.95,139.43,0.0,0.0,0.0,74.73,64.88,89.17,75.74,66.31,89.17,1.3,1.7,0.0,80.7,68.26,97.69,81.61,69.51,97.69,1.1,0.0,0.0
2030-10-01,2030,Q4,10,October,Autumn,110.51,78.44,153.22,110.83,78.8,147.72,110.93,78.81,147.77,0.1,0.0,0.0,108.34,77.96,143.13,108.39,77.97,143.21,0.0,0.0,0.0,83.31,65.06,105.2,84.13,65.31,106.19,1.0,0.3,0.9,86.06,66.55,109.91,86.85,66.82,110.86,0.9,0.0,0.9
2030-11-01,2030,Q4,11,November,Autumn,108.77,71.76,155.87,108.85,71.65,153.26,109.04,71.65,153.26,0.2,0.0,0.0,108.8,71.58,153.27,108.99,71.58,153.27,0.0,0.0,0.0,94.7,61.7,132.83,94.7,61.7,132.83,0.0,0.0,0.0,95.29,62.09,133.86,95.29,62.09,133.86,0.0,0.0,0.0
2030-12-01,2030,Q4,12,December,Winter,117.18,80.88,167.52,114.42,78.19,162.39,114.42,78.19,162.39,0.0,0.0,0.0,113.42,77.67,161.43,113.42,77.67,161.43,0.0,0.0,0.0,99.71,69.15,144.63,99.71,69.15,144.63,0.0,0.0,0.0,100.58,69.85,145.78,100.58,69.85,145.78,0.0,0.0,0.0
2031-01-01,2031,Q1,1,January,Winter,131.51,89.99,181.32,131.28,89.75,180.05,131.28,89.75,180.05,0.0,0.0,0.0,130.8,89.23,179.45,130.8,89.23,179.45,0.0,0.0,0.0,117.44,82.01,165.27,117.44,82.01,165.27,0.0,0.0,0.0,117.93,82.29,165.79,117.93,82.29,165.79,0.0,0.0,0.0
2031-02-01,2031,Q1,2,February,Winter,117.83,75.13,165.13,117.22,74.36,163.54,117.22,74.52,163.54,0.0,0.2,0.0,117.61,75.0,162.39,117.61,75.1,162.39,0.0,0.0,0.0,107.08,68.68,151.01,107.08,68.7,151.01,0.0,0.0,0.0,107.71,69.02,151.84,107.71,69.03,151.84,0.0,0.0,0.0
2031-03-01,2031,Q1,3,March,Spring,103.67,68.17,138.25,103.65,68.35,135.17,103.73,69.79,135.53,0.1,1.8,0.3,105.36,68.9,136.46,105.43,70.63,136.8,0.0,0.0,0.0,66.85,51.3,78.68,66.85,54.87,79.59,0.0,5.8,1.1,69.5,52.23,81.62,69.5,56.03,82.67,0.0,0.0,1.2
2031-04-01,2031,Q2,4,April,Spring,85.75,60.06,108.55,87.21,59.96,103.36,87.21,60.17,103.36,0.0,0.3,0.0,83.11,58.58,98.92,83.11,58.81,98.92,0.0,0.0,0.0,31.3,33.09,31.67,31.3,33.25,31.67,0.0,0.4,0.0,39.04,37.72,41.36,39.04,37.99,41.36,0.0,0.0,0.0
2031-05-01,2031,Q2,5,May,Spring,83.61,65.61,109.22,82.95,65.6,105.26,83.25,65.64,105.26,0.4,0.1,0.0,84.57,66.69,106.95,84.94,66.71,106.95,0.0,0.0,0.0,29.83,41.3,29.79,29.95,41.43,29.79,0.3,0.3,0.0,40.37,46.34,43.83,40.51,46.46,43.83,0.3,0.2,0.0
2031-06-01,2031,Q2,6,June,Summer,89.24,69.29,118.62,89.19,68.06,115.38,90.95,68.64,115.69,1.9,0.8,0.3,88.68,66.68,112.51,89.82,67.25,112.76,0.0,0.0,0.0,49.85,53.54,55.02,50.93,53.83,55.12,2.0,0.5,0.2,58.17,57.03,66.36,59.32,57.32,66.48,1.8,0.0,0.2
2031-07-01,2031,Q3,7,July,Summer,94.32,71.79,123.03,95.12,71.27,118.63,95.43,71.65,118.63,0.3,0.5,0.0,91.6,69.88,115.07,91.97,70.34,115.07,0.0,0.0,0.0,51.35,54.02,53.29,51.43,54.64,53.29,0.2,1.1,0.0,62.63,58.8,69.89,62.78,59.33,69.89,0.2,0.9,0.0
2031-08-01,2031,Q3,8,August,Summer,104.52,76.29,133.94,101.51,74.89,128.13,101.51,74.89,128.13,0.0,0.0,0.0,97.17,72.34,123.01,97.17,72.34,123.01,0.0,0.0,0.0,62.05,59.16,56.86,62.05,59.16,56.86,0.0,0.0,0.0,70.93,62.95,71.87,70.93,62.95,71.87,0.0,0.0,0.0
2031-09-01,2031,Q3,9,September,Autumn,113.01,80.97,150.88,112.15,80.7,145.19,113.42,80.99,145.19,1.1,0.4,0.0,109.71,79.54,140.93,110.69,79.76,140.93,0.0,0.0,0.0,73.8,63.33,84.47,74.72,63.48,84.47,1.1,0.2,0.0,79.67,66.62,93.6,80.89,66.77,93.6,1.4,0.0,0.0
2031-10-01,2031,Q4,10,October,Autumn,113.02,74.39,154.35,113.38,75.21,150.43,113.38,75.92,150.43,0.0,0.9,0.0,110.76,73.75,143.78,110.76,74.74,143.78,0.0,0.0,0.0,82.66,60.47,104.31,82.66,61.38,104.31,0.0,1.4,0.0,85.71,62.18,109.1,85.71,63.02,109.1,0.0,0.0,0.0
2031-11-01,2031,Q4,11,November,Autumn,112.17,70.15,159.81,112.28,70.29,158.66,112.28,70.43,158.66,0.0,0.2,0.0,112.36,70.11,157.9,112.36,70.31,157.9,0.0,0.0,0.0,97.96,60.11,139.65,97.96,60.35,139.65,0.0,0.4,0.0,98.57,60.53,140.5,98.57,60.72,140.5,0.0,0.0,0.0
2031-12-01,2031,Q4,12,December,Winter,120.2,77.31,169.1,118.27,75.45,165.39,118.27,76.02,165.39,0.0,0.7,0.0,117.3,75.03,163.63,117.3,75.59,163.63,0.0,0.0,0.0,103.37,65.83,147.27,103.37,66.68,147.27,0.0,1.2,0.0,104.2,66.51,148.37,104.2,67.33,148.37,0.0,0.0,0.0
